product_id,member,date
102,gcj,2020-11-22 10:01:00
124,hzl,2020-11-22 10:16:00
120,vwl,2020-11-22 10:09:00
184,bah,2020-11-22 10:32:00
98,ljs,2020-11-22 10:37:00
218,jit,2020-11-22 10:35:00
106,oau,2020-11-22 10:10:00
88,fdx,2020-11-22 10:40:00
106,nbc,2020-11-22 10:53:00
2,jeh,2020-11-22 10:44:00
50,fjh,2020-11-22 10:57:00
228,fcg,2020-11-22 10:28:00
208,yau,2020-11-22 10:30:00
140,evf,2020-11-22 10:35:00
190,rwa,2020-11-22 10:30:00
52,tzu,2020-11-22 10:19:00
238,muw,2020-11-22 10:29:00
196,kyi,2020-11-22 10:46:00
204,lge,2020-11-22 10:53:00
60,evz,2020-11-22 10:10:00
168,imj,2020-11-22 10:54:00
204,lnz,2020-11-22 10:50:00
106,yka,2020-11-22 10:01:00
122,ucw,2020-11-22 10:31:00
132,nts,2020-11-22 10:29:00
206,kax,2020-11-22 10:06:00
70,xjq,2020-11-22 10:46:00
160,rpt,2020-11-22 10:00:00
56,jgo,2020-11-22 10:34:00
32,rzl,2020-11-22 10:42:00
176,jhm,2020-11-22 10:02:00
68,edl,2020-11-22 10:48:00
242,rwq,2020-11-22 10:18:00
86,hrd,2020-11-22 10:04:00
76,pfu,2020-11-22 10:40:00
136,tyc,2020-11-22 10:11:00
142,zqu,2020-11-22 10:30:00
200,vip,2020-11-22 10:16:00
96,lyi,2020-11-22 10:44:00
150,bzx,2020-11-22 10:17:00
112,idj,2020-11-22 10:01:00
34,lda,2020-11-22 10:42:00
26,oxs,2020-11-22 10:44:00
136,aqt,2020-11-22 10:23:00
210,znu,2020-11-22 10:41:00
88,ojb,2020-11-22 10:45:00
16,cvn,2020-11-22 10:34:00
36,xfy,2020-11-22 10:33:00
66,vco,2020-11-22 10:55:00
232,svn,2020-11-22 10:38:00
216,kod,2020-11-22 10:10:00
180,xmw,2020-11-22 10:22:00
216,bau,2020-11-22 10:30:00
16,ifx,2020-11-22 10:06:00
162,sgk,2020-11-22 10:35:00
224,avw,2020-11-22 10:41:00
38,qdo,2020-11-22 10:52:00
20,krl,2020-11-22 10:32:00
100,nrw,2020-11-22 10:46:00
150,xsh,2020-11-22 10:50:00
230,toy,2020-11-22 10:43:00
84,dxc,2020-11-22 10:12:00
8,ygs,2020-11-22 10:01:00
20,qdx,2020-11-22 10:58:00
204,deb,2020-11-22 10:32:00
134,bik,2020-11-22 10:49:00
56,cxp,2020-11-22 10:06:00
236,cvz,2020-11-22 10:47:00
186,jra,2020-11-22 10:01:00
46,alf,2020-11-22 10:29:00
204,vbm,2020-11-22 10:14:00
22,fln,2020-11-22 10:57:00
54,jxf,2020-11-22 10:18:00
242,kyw,2020-11-22 10:15:00
122,pwv,2020-11-22 10:42:00
48,nog,2020-11-22 10:33:00
238,osy,2020-11-22 10:30:00
212,ikw,2020-11-22 10:38:00
162,clv,2020-11-22 10:01:00
172,uqd,2020-11-22 10:37:00
148,psb,2020-11-22 10:43:00
80,nhu,2020-11-22 10:34:00
164,zfh,2020-11-22 10:32:00
6,xji,2020-11-22 10:09:00
190,nqx,2020-11-22 10:42:00
56,xin,2020-11-22 10:11:00
96,apm,2020-11-22 10:09:00
218,lom,2020-11-22 10:40:00
150,wrt,2020-11-22 10:00:00
44,rym,2020-11-22 10:54:00
116,ipx,2020-11-22 10:29:00
70,tyz,2020-11-22 10:57:00
170,fme,2020-11-22 10:14:00
24,wgq,2020-11-22 10:31:00
36,kdl,2020-11-22 10:58:00
154,xep,2020-11-22 10:26:00
182,voq,2020-11-22 10:41:00
22,pem,2020-11-22 10:01:00
178,qms,2020-11-22 10:14:00
170,jpg,2020-11-22 10:57:00
60,tlc,2020-11-22 10:46:00
30,yej,2020-11-22 11:53:00
42,wcs,2020-11-22 11:35:00
192,gln,2020-11-22 11:31:00
232,old,2020-11-22 11:10:00
146,hzr,2020-11-22 11:57:00
104,kgv,2020-11-22 11:24:00
18,cey,2020-11-22 11:12:00
12,bxm,2020-11-22 11:38:00
84,msk,2020-11-22 11:39:00
26,fql,2020-11-22 11:14:00
24,pte,2020-11-22 11:11:00
60,pwx,2020-11-22 11:07:00
236,ufq,2020-11-22 11:49:00
178,uhm,2020-11-22 11:05:00
236,alj,2020-11-22 11:12:00
14,wbf,2020-11-22 11:54:00
172,bam,2020-11-22 11:26:00
96,rpk,2020-11-22 11:04:00
92,wrn,2020-11-22 11:36:00
80,ghr,2020-11-22 11:25:00
24,sxf,2020-11-22 11:00:00
16,bti,2020-11-22 11:43:00
56,kjt,2020-11-22 11:26:00
166,kzi,2020-11-22 11:30:00
58,odp,2020-11-22 11:43:00
36,qdv,2020-11-22 11:52:00
36,mcd,2020-11-22 11:48:00
96,tgc,2020-11-22 11:18:00
108,jar,2020-11-22 11:55:00
204,yqt,2020-11-22 11:26:00
138,kts,2020-11-22 11:07:00
214,tmo,2020-11-22 11:46:00
116,you,2020-11-22 11:53:00
242,swb,2020-11-22 11:42:00
242,hwj,2020-11-22 11:36:00
64,yqf,2020-11-22 11:21:00
132,hzl,2020-11-22 11:02:00
184,gny,2020-11-22 11:48:00
146,rmh,2020-11-22 11:41:00
26,kvi,2020-11-22 11:22:00
146,nmz,2020-11-22 11:15:00
190,upr,2020-11-22 11:45:00
130,ndq,2020-11-22 11:13:00
52,oba,2020-11-22 11:37:00
36,mqu,2020-11-22 11:50:00
76,dxs,2020-11-22 11:16:00
120,dmh,2020-11-22 11:52:00
40,uhy,2020-11-22 11:12:00
42,iko,2020-11-22 11:09:00
94,acz,2020-11-22 11:25:00
40,kqu,2020-11-22 11:29:00
112,xsr,2020-11-22 11:13:00
16,sva,2020-11-22 11:47:00
180,vsm,2020-11-22 11:33:00
128,ocs,2020-11-22 11:12:00
194,bjg,2020-11-22 11:10:00
30,ebq,2020-11-22 11:27:00
56,ayi,2020-11-22 11:04:00
150,vyz,2020-11-22 11:26:00
132,hmy,2020-11-22 11:41:00
50,qjl,2020-11-22 11:00:00
88,nmo,2020-11-22 11:50:00
214,twx,2020-11-22 11:15:00
176,tfw,2020-11-22 11:23:00
98,dmi,2020-11-22 11:31:00
32,ips,2020-11-22 11:37:00
198,ule,2020-11-22 11:24:00
124,yvs,2020-11-22 11:05:00
12,yoa,2020-11-22 11:05:00
86,fox,2020-11-22 11:52:00
184,jqd,2020-11-22 11:05:00
136,atz,2020-11-22 11:57:00
236,vui,2020-11-22 11:59:00
4,lne,2020-11-22 11:49:00
200,oui,2020-11-22 11:24:00
218,wji,2020-11-22 11:08:00
230,fow,2020-11-22 11:39:00
94,gnu,2020-11-22 11:41:00
124,tji,2020-11-22 11:26:00
84,ujg,2020-11-22 11:13:00
208,pzy,2020-11-22 11:34:00
240,jtn,2020-11-22 11:42:00
226,hyn,2020-11-22 11:00:00
14,iuv,2020-11-22 11:59:00
222,tfr,2020-11-22 11:45:00
126,osq,2020-11-22 11:10:00
50,tfe,2020-11-22 11:22:00
10,pld,2020-11-22 11:27:00
22,lwr,2020-11-22 11:52:00
30,zok,2020-11-22 11:15:00
186,zeq,2020-11-22 11:16:00
198,qnh,2020-11-22 11:38:00
146,vsd,2020-11-22 11:07:00
32,por,2020-11-22 11:13:00
188,tqf,2020-11-22 11:52:00
100,raf,2020-11-22 11:33:00
166,nfw,2020-11-22 11:38:00
188,aij,2020-11-22 11:14:00
76,ylc,2020-11-22 11:53:00
48,iox,2020-11-22 11:39:00
16,agf,2020-11-22 11:00:00
88,fln,2020-11-22 12:35:00
34,utk,2020-11-22 12:22:00
76,cyw,2020-11-22 12:26:00
200,wyv,2020-11-22 12:30:00
86,atv,2020-11-22 12:19:00
38,ezy,2020-11-22 12:23:00
176,xzu,2020-11-22 12:13:00
226,tfl,2020-11-22 12:58:00
112,tsx,2020-11-22 12:43:00
80,lnm,2020-11-22 12:02:00
212,vnx,2020-11-22 12:06:00
60,nzc,2020-11-22 12:39:00
110,uyw,2020-11-22 12:24:00
214,ubc,2020-11-22 12:29:00
76,quz,2020-11-22 12:58:00
132,msq,2020-11-22 12:35:00
36,abd,2020-11-22 12:42:00
128,mqj,2020-11-22 12:43:00
206,twb,2020-11-22 12:42:00
44,kya,2020-11-22 12:25:00
230,psz,2020-11-22 12:03:00
242,bov,2020-11-22 12:54:00
98,rze,2020-11-22 12:35:00
188,csv,2020-11-22 12:25:00
166,xtd,2020-11-22 12:47:00
216,wkf,2020-11-22 12:19:00
130,wge,2020-11-22 12:45:00
24,bjc,2020-11-22 12:16:00
148,kwe,2020-11-22 12:53:00
24,kgx,2020-11-22 12:11:00
194,vrt,2020-11-22 12:38:00
190,fyw,2020-11-22 12:36:00
156,whq,2020-11-22 12:28:00
80,gvl,2020-11-22 12:36:00
72,nlx,2020-11-22 12:55:00
148,ryl,2020-11-22 12:13:00
64,tgp,2020-11-22 12:28:00
220,vbi,2020-11-22 12:39:00
216,hte,2020-11-22 12:01:00
112,nph,2020-11-22 12:08:00
170,iam,2020-11-22 12:50:00
122,rtx,2020-11-22 12:53:00
134,gnd,2020-11-22 12:14:00
222,tzj,2020-11-22 12:43:00
128,bdg,2020-11-22 12:22:00
64,hem,2020-11-22 12:34:00
164,hzp,2020-11-22 12:15:00
156,lko,2020-11-22 12:53:00
12,gfa,2020-11-22 12:35:00
46,frn,2020-11-22 12:55:00
84,qxt,2020-11-22 12:42:00
236,bwf,2020-11-22 12:28:00
8,vgu,2020-11-22 12:48:00
240,gfh,2020-11-22 12:42:00
26,pco,2020-11-22 12:16:00
72,eto,2020-11-22 12:48:00
90,fcr,2020-11-22 12:00:00
182,itf,2020-11-22 12:32:00
54,rtn,2020-11-22 12:09:00
44,wxr,2020-11-22 12:13:00
180,yjw,2020-11-22 12:34:00
8,fvm,2020-11-22 12:03:00
98,gun,2020-11-22 12:08:00
40,zwf,2020-11-22 12:51:00
144,qya,2020-11-22 12:47:00
160,ktg,2020-11-22 12:36:00
136,nwc,2020-11-22 12:11:00
40,spi,2020-11-22 12:55:00
62,los,2020-11-22 12:06:00
198,qwc,2020-11-22 12:37:00
28,ybq,2020-11-22 12:18:00
220,rcf,2020-11-22 12:28:00
