product_id,member,date
102,gcj,2020-11-23 10:58:00
124,hzl,2020-11-23 10:10:00
120,vwl,2020-11-23 10:28:00
184,bah,2020-11-23 10:24:00
98,ljs,2020-11-23 10:44:00
218,jit,2020-11-23 10:07:00
106,oau,2020-11-23 10:37:00
88,fdx,2020-11-23 10:09:00
106,nbc,2020-11-23 10:37:00
2,jeh,2020-11-23 10:09:00
50,fjh,2020-11-23 10:37:00
228,fcg,2020-11-23 10:16:00
208,yau,2020-11-23 10:47:00
140,evf,2020-11-23 10:37:00
190,rwa,2020-11-23 10:19:00
52,tzu,2020-11-23 10:12:00
238,muw,2020-11-23 10:06:00
196,kyi,2020-11-23 10:24:00
204,lge,2020-11-23 10:06:00
60,evz,2020-11-23 10:06:00
168,imj,2020-11-23 10:33:00
204,lnz,2020-11-23 10:26:00
106,yka,2020-11-23 10:33:00
122,ucw,2020-11-23 10:16:00
132,nts,2020-11-23 10:37:00
206,kax,2020-11-23 10:09:00
70,xjq,2020-11-23 10:38:00
160,rpt,2020-11-23 10:22:00
56,jgo,2020-11-23 10:23:00
32,rzl,2020-11-23 10:39:00
176,jhm,2020-11-23 10:06:00
68,edl,2020-11-23 10:42:00
242,rwq,2020-11-23 10:27:00
86,hrd,2020-11-23 10:43:00
76,pfu,2020-11-23 10:31:00
136,tyc,2020-11-23 10:30:00
142,zqu,2020-11-23 10:31:00
200,vip,2020-11-23 10:47:00
96,lyi,2020-11-23 10:46:00
150,bzx,2020-11-23 10:54:00
112,idj,2020-11-23 10:49:00
34,lda,2020-11-23 10:00:00
26,oxs,2020-11-23 10:20:00
136,aqt,2020-11-23 10:39:00
210,znu,2020-11-23 10:29:00
88,ojb,2020-11-23 10:19:00
16,cvn,2020-11-23 10:50:00
36,xfy,2020-11-23 10:47:00
66,vco,2020-11-23 10:48:00
232,svn,2020-11-23 10:10:00
216,kod,2020-11-23 10:38:00
180,xmw,2020-11-23 10:35:00
216,bau,2020-11-23 10:10:00
16,ifx,2020-11-23 10:02:00
162,sgk,2020-11-23 10:39:00
224,avw,2020-11-23 10:01:00
38,qdo,2020-11-23 10:53:00
20,krl,2020-11-23 10:36:00
100,nrw,2020-11-23 10:54:00
150,xsh,2020-11-23 10:54:00
230,toy,2020-11-23 10:50:00
84,dxc,2020-11-23 10:11:00
8,ygs,2020-11-23 10:25:00
20,qdx,2020-11-23 10:53:00
204,deb,2020-11-23 10:21:00
134,bik,2020-11-23 10:20:00
56,cxp,2020-11-23 10:44:00
236,cvz,2020-11-23 10:10:00
186,jra,2020-11-23 10:26:00
46,alf,2020-11-23 10:34:00
204,vbm,2020-11-23 10:16:00
22,fln,2020-11-23 10:21:00
54,jxf,2020-11-23 10:14:00
242,kyw,2020-11-23 10:21:00
122,pwv,2020-11-23 10:56:00
48,nog,2020-11-23 10:42:00
238,osy,2020-11-23 10:51:00
212,ikw,2020-11-23 10:48:00
162,clv,2020-11-23 10:30:00
172,uqd,2020-11-23 10:18:00
148,psb,2020-11-23 10:53:00
80,nhu,2020-11-23 10:14:00
164,zfh,2020-11-23 10:35:00
6,xji,2020-11-23 10:53:00
190,nqx,2020-11-23 10:21:00
56,xin,2020-11-23 10:00:00
96,apm,2020-11-23 10:40:00
218,lom,2020-11-23 10:07:00
150,wrt,2020-11-23 10:27:00
44,rym,2020-11-23 10:54:00
116,ipx,2020-11-23 10:27:00
70,tyz,2020-11-23 10:08:00
170,fme,2020-11-23 10:21:00
24,wgq,2020-11-23 10:25:00
36,kdl,2020-11-23 10:40:00
154,xep,2020-11-23 10:40:00
182,voq,2020-11-23 10:29:00
22,pem,2020-11-23 10:55:00
178,qms,2020-11-23 10:32:00
170,jpg,2020-11-23 10:19:00
60,tlc,2020-11-23 10:19:00
30,yej,2020-11-23 11:20:00
42,wcs,2020-11-23 11:02:00
192,gln,2020-11-23 11:28:00
232,old,2020-11-23 11:51:00
146,hzr,2020-11-23 11:02:00
104,kgv,2020-11-23 11:06:00
18,cey,2020-11-23 11:45:00
12,bxm,2020-11-23 11:51:00
84,msk,2020-11-23 11:38:00
26,fql,2020-11-23 11:15:00
24,pte,2020-11-23 11:09:00
60,pwx,2020-11-23 11:28:00
236,ufq,2020-11-23 11:00:00
178,uhm,2020-11-23 11:49:00
236,alj,2020-11-23 11:03:00
14,wbf,2020-11-23 11:51:00
172,bam,2020-11-23 11:30:00
96,rpk,2020-11-23 11:51:00
92,wrn,2020-11-23 11:26:00
80,ghr,2020-11-23 11:08:00
24,sxf,2020-11-23 11:46:00
16,bti,2020-11-23 11:36:00
56,kjt,2020-11-23 11:16:00
166,kzi,2020-11-23 11:21:00
58,odp,2020-11-23 11:31:00
36,qdv,2020-11-23 11:02:00
36,mcd,2020-11-23 11:19:00
96,tgc,2020-11-23 11:27:00
108,jar,2020-11-23 11:27:00
204,yqt,2020-11-23 11:03:00
138,kts,2020-11-23 11:49:00
214,tmo,2020-11-23 11:05:00
116,you,2020-11-23 11:54:00
242,swb,2020-11-23 11:40:00
242,hwj,2020-11-23 11:16:00
64,yqf,2020-11-23 11:57:00
132,hzl,2020-11-23 11:33:00
184,gny,2020-11-23 11:52:00
146,rmh,2020-11-23 11:22:00
26,kvi,2020-11-23 11:51:00
146,nmz,2020-11-23 11:12:00
190,upr,2020-11-23 11:07:00
130,ndq,2020-11-23 11:21:00
52,oba,2020-11-23 11:50:00
36,mqu,2020-11-23 11:50:00
76,dxs,2020-11-23 11:40:00
120,dmh,2020-11-23 11:37:00
40,uhy,2020-11-23 11:46:00
42,iko,2020-11-23 11:59:00
94,acz,2020-11-23 11:54:00
40,kqu,2020-11-23 11:57:00
112,xsr,2020-11-23 11:22:00
16,sva,2020-11-23 11:11:00
180,vsm,2020-11-23 11:03:00
128,ocs,2020-11-23 11:34:00
194,bjg,2020-11-23 11:00:00
30,ebq,2020-11-23 11:40:00
56,ayi,2020-11-23 11:26:00
150,vyz,2020-11-23 11:08:00
132,hmy,2020-11-23 11:35:00
50,qjl,2020-11-23 11:14:00
88,nmo,2020-11-23 11:52:00
214,twx,2020-11-23 11:44:00
176,tfw,2020-11-23 11:23:00
98,dmi,2020-11-23 11:01:00
32,ips,2020-11-23 11:26:00
198,ule,2020-11-23 11:24:00
124,yvs,2020-11-23 11:15:00
12,yoa,2020-11-23 11:04:00
86,fox,2020-11-23 11:50:00
184,jqd,2020-11-23 11:56:00
136,atz,2020-11-23 11:52:00
236,vui,2020-11-23 11:21:00
4,lne,2020-11-23 11:20:00
200,oui,2020-11-23 11:37:00
218,wji,2020-11-23 11:21:00
230,fow,2020-11-23 11:46:00
94,gnu,2020-11-23 11:35:00
124,tji,2020-11-23 11:12:00
84,ujg,2020-11-23 11:49:00
208,pzy,2020-11-23 11:04:00
240,jtn,2020-11-23 11:33:00
226,hyn,2020-11-23 11:46:00
14,iuv,2020-11-23 11:15:00
222,tfr,2020-11-23 11:57:00
126,osq,2020-11-23 11:52:00
50,tfe,2020-11-23 11:27:00
10,pld,2020-11-23 11:17:00
22,lwr,2020-11-23 11:15:00
30,zok,2020-11-23 11:34:00
186,zeq,2020-11-23 11:38:00
198,qnh,2020-11-23 11:58:00
146,vsd,2020-11-23 11:01:00
32,por,2020-11-23 11:35:00
188,tqf,2020-11-23 11:33:00
100,raf,2020-11-23 11:04:00
166,nfw,2020-11-23 11:37:00
188,aij,2020-11-23 11:12:00
76,ylc,2020-11-23 11:44:00
48,iox,2020-11-23 11:45:00
