product_id,member,date
122,fle,2020-11-29 10:39:00
74,rzs,2020-11-29 10:42:00
240,xoz,2020-11-29 10:20:00
126,pwv,2020-11-29 10:36:00
36,ytr,2020-11-29 10:29:00
134,jru,2020-11-29 10:11:00
232,txe,2020-11-29 10:56:00
134,cpl,2020-11-29 10:01:00
38,jke,2020-11-29 10:25:00
226,jsg,2020-11-29 10:42:00
146,nkv,2020-11-29 10:57:00
214,yel,2020-11-29 10:18:00
38,swg,2020-11-29 10:41:00
88,glq,2020-11-29 10:16:00
24,hwf,2020-11-29 10:18:00
82,ofn,2020-11-29 10:43:00
198,nbj,2020-11-29 10:11:00
234,rjx,2020-11-29 10:25:00
60,eso,2020-11-29 10:53:00
30,gcf,2020-11-29 10:52:00
100,dlb,2020-11-29 10:50:00
188,xzh,2020-11-29 10:45:00
56,adj,2020-11-29 10:19:00
42,stp,2020-11-29 10:47:00
54,rma,2020-11-29 10:11:00
88,awb,2020-11-29 10:11:00
66,wgs,2020-11-29 10:15:00
184,gdi,2020-11-29 10:52:00
66,wzd,2020-11-29 10:11:00
108,dpf,2020-11-29 10:24:00
8,und,2020-11-29 10:27:00
204,vyn,2020-11-29 10:22:00
208,vdi,2020-11-29 10:43:00
90,oqe,2020-11-29 10:27:00
168,jhf,2020-11-29 10:27:00
204,gqi,2020-11-29 10:01:00
6,qwm,2020-11-29 10:02:00
188,hmx,2020-11-29 10:42:00
234,tbp,2020-11-29 10:57:00
122,raj,2020-11-29 10:03:00
190,jyk,2020-11-29 10:16:00
152,rnv,2020-11-29 10:38:00
18,jfm,2020-11-29 10:59:00
56,hkb,2020-11-29 10:46:00
68,uyo,2020-11-29 10:02:00
38,zse,2020-11-29 10:24:00
212,fdt,2020-11-29 10:21:00
92,pmo,2020-11-29 10:22:00
84,eic,2020-11-29 10:47:00
6,zhe,2020-11-29 10:36:00
162,nde,2020-11-29 10:03:00
28,vhc,2020-11-29 10:07:00
130,dhv,2020-11-29 10:04:00
176,koe,2020-11-29 10:09:00
66,lyu,2020-11-29 10:42:00
156,liq,2020-11-29 10:53:00
112,byo,2020-11-29 10:07:00
50,zqd,2020-11-29 10:17:00
32,eox,2020-11-29 10:56:00
16,oma,2020-11-29 10:01:00
30,bpc,2020-11-29 10:02:00
186,jur,2020-11-29 10:50:00
202,oet,2020-11-29 10:13:00
224,duf,2020-11-29 10:46:00
84,mzk,2020-11-29 10:46:00
62,xlf,2020-11-29 10:13:00
38,lbh,2020-11-29 10:09:00
78,klp,2020-11-29 10:25:00
22,jye,2020-11-29 10:39:00
164,fwz,2020-11-29 10:06:00
216,yka,2020-11-29 10:22:00
130,euj,2020-11-29 10:55:00
94,ovx,2020-11-29 10:00:00
194,abq,2020-11-29 10:31:00
18,wzk,2020-11-29 10:09:00
162,ycq,2020-11-29 10:47:00
162,pei,2020-11-29 10:13:00
222,uxa,2020-11-29 10:10:00
74,yeg,2020-11-29 10:22:00
6,gup,2020-11-29 10:44:00
68,egv,2020-11-29 10:52:00
48,pmh,2020-11-29 10:42:00
168,pwh,2020-11-29 10:44:00
108,lrs,2020-11-29 10:15:00
66,kwx,2020-11-29 10:19:00
70,wrj,2020-11-29 10:24:00
110,jsi,2020-11-29 10:35:00
136,ngz,2020-11-29 10:09:00
158,tmk,2020-11-29 10:06:00
194,jxt,2020-11-29 10:50:00
50,lmd,2020-11-29 10:52:00
202,bcz,2020-11-29 10:09:00
20,ndj,2020-11-29 10:08:00
98,mwt,2020-11-29 10:46:00
238,rlh,2020-11-29 10:58:00
20,nuh,2020-11-29 10:40:00
50,bwm,2020-11-29 10:55:00
160,qit,2020-11-29 10:55:00
118,aqx,2020-11-29 10:05:00
150,dot,2020-11-29 10:19:00
188,dvz,2020-11-29 10:36:00
28,nyl,2020-11-29 11:24:00
242,jnf,2020-11-29 11:28:00
160,dxb,2020-11-29 11:09:00
168,xuf,2020-11-29 11:25:00
202,egb,2020-11-29 11:17:00
124,rtv,2020-11-29 11:30:00
56,rmw,2020-11-29 11:49:00
160,vkl,2020-11-29 11:49:00
