product_id,member,date
80,hwy,2020-11-27 10:15:00
148,shp,2020-11-27 10:16:00
44,frg,2020-11-27 10:11:00
214,kzw,2020-11-27 10:31:00
124,txm,2020-11-27 10:52:00
182,jbw,2020-11-27 10:05:00
214,siu,2020-11-27 10:15:00
58,kth,2020-11-27 10:33:00
208,kql,2020-11-27 10:33:00
214,pnc,2020-11-27 10:44:00
214,wgt,2020-11-27 10:05:00
40,sfd,2020-11-27 10:50:00
110,slj,2020-11-27 10:35:00
148,yiu,2020-11-27 10:26:00
106,kyq,2020-11-27 10:54:00
128,god,2020-11-27 10:48:00
218,uke,2020-11-27 10:10:00
174,evr,2020-11-27 10:52:00
238,eba,2020-11-27 10:31:00
110,bnl,2020-11-27 10:08:00
146,auv,2020-11-27 10:39:00
166,tlo,2020-11-27 10:25:00
10,msz,2020-11-27 10:05:00
184,oey,2020-11-27 10:55:00
154,szf,2020-11-27 10:34:00
22,yis,2020-11-27 10:11:00
228,itw,2020-11-27 10:05:00
160,hld,2020-11-27 10:50:00
150,ptq,2020-11-27 10:25:00
104,jxf,2020-11-27 10:30:00
170,xhe,2020-11-27 10:58:00
160,eav,2020-11-27 10:46:00
218,ycg,2020-11-27 10:37:00
42,bql,2020-11-27 10:31:00
114,xab,2020-11-27 10:52:00
228,mpe,2020-11-27 10:16:00
38,skq,2020-11-27 10:39:00
134,eri,2020-11-27 10:31:00
174,lcr,2020-11-27 10:27:00
2,guf,2020-11-27 10:09:00
172,lwn,2020-11-27 10:16:00
190,fxb,2020-11-27 10:00:00
120,afk,2020-11-27 10:46:00
224,pcg,2020-11-27 10:27:00
228,ani,2020-11-27 10:49:00
206,ovr,2020-11-27 10:36:00
156,jsr,2020-11-27 10:12:00
176,okl,2020-11-27 10:40:00
168,cps,2020-11-27 10:22:00
90,dph,2020-11-27 10:54:00
100,qrz,2020-11-27 10:49:00
50,kgc,2020-11-27 10:14:00
106,oad,2020-11-27 10:20:00
58,gdn,2020-11-27 10:31:00
148,qev,2020-11-27 10:10:00
108,jom,2020-11-27 10:41:00
154,mgy,2020-11-27 10:22:00
60,suf,2020-11-27 10:21:00
154,umh,2020-11-27 10:40:00
136,ebv,2020-11-27 10:03:00
188,pln,2020-11-27 10:03:00
144,awn,2020-11-27 10:18:00
70,lkx,2020-11-27 10:22:00
84,eyg,2020-11-27 10:43:00
188,phj,2020-11-27 10:58:00
78,hei,2020-11-27 10:07:00
160,zhg,2020-11-27 10:22:00
226,sqo,2020-11-27 10:41:00
152,txd,2020-11-27 10:08:00
240,fmt,2020-11-27 10:33:00
48,xio,2020-11-27 10:06:00
116,ndb,2020-11-27 10:54:00
58,msd,2020-11-27 10:48:00
190,bzj,2020-11-27 10:34:00
120,yub,2020-11-27 10:56:00
204,aqz,2020-11-27 10:38:00
144,vax,2020-11-27 10:09:00
146,czx,2020-11-27 10:39:00
178,ima,2020-11-27 10:28:00
242,svw,2020-11-27 10:32:00
140,hgn,2020-11-27 10:38:00
68,ybz,2020-11-27 10:38:00
26,lfc,2020-11-27 10:17:00
190,sft,2020-11-27 10:11:00
204,nfs,2020-11-27 10:32:00
22,rod,2020-11-27 10:05:00
198,kfb,2020-11-27 10:45:00
158,tsi,2020-11-27 10:14:00
46,hlr,2020-11-27 10:28:00
214,rfc,2020-11-27 10:51:00
144,jrz,2020-11-27 10:19:00
152,lsm,2020-11-27 10:08:00
122,xqw,2020-11-27 10:42:00
140,wox,2020-11-27 10:36:00
94,bqw,2020-11-27 10:30:00
86,fra,2020-11-27 10:24:00
218,xqz,2020-11-27 10:24:00
38,zue,2020-11-27 10:45:00
148,gfl,2020-11-27 10:45:00
16,dyc,2020-11-27 10:31:00
120,msi,2020-11-27 10:10:00
104,svb,2020-11-27 11:31:00
66,dfe,2020-11-27 11:23:00
24,uzd,2020-11-27 11:06:00
164,xtn,2020-11-27 11:19:00
42,esp,2020-11-27 11:45:00
84,lhw,2020-11-27 11:01:00
222,anw,2020-11-27 11:09:00
210,sta,2020-11-27 11:51:00
118,upx,2020-11-27 11:42:00
214,zkf,2020-11-27 11:05:00
54,fjt,2020-11-27 11:35:00
54,ndq,2020-11-27 11:28:00
180,plj,2020-11-27 11:39:00
22,tcb,2020-11-27 11:55:00
176,mqc,2020-11-27 11:33:00
26,usl,2020-11-27 11:15:00
100,uqf,2020-11-27 11:24:00
120,fkq,2020-11-27 11:56:00
20,ebt,2020-11-27 11:48:00
178,aoh,2020-11-27 11:50:00
138,cqr,2020-11-27 11:02:00
52,cdl,2020-11-27 11:44:00
